"","genere","annonascita","occhi","capelli","altezza","peso","tatoo","piercing","partner","relazionemesi","instagram_post","instagram_follower","instagram_following","fb1","fb2","fb3","sms1","sms2","sms3","sigarette","alcol","alcol2","alcol3","att_fisica1","att_fisica2","att_fisica3","verdura","cannabisamici","cannabispassato","cannabispresente","ECR.avoidance","ECR.anxiety","DASS.depression","DASS.anxiety","DASS.stress","NARCIS.leadership","NARCIS.esibiz","NARCIS.sfrutt","NARCIS.totale","eta","sms","fb","att_fisica","alcol_"
"66","Maschio",1995,"Azzurri","Biondi",182,75,0,2,"No",NA,14,490,750,50,250,0,3,4,1,"Da 6 a 10","Tra 1 e 5","3 o 4","Una o poche volte all'anno",120,2,90,"1-2",0,"Quotidiano","No",3,1.94444444444444,1,1,2,0,2,2,4,25,2.66666666666667,89.8333333333333,111.333333333333,78.1666666666667
"67","Femmina",1999,"Azzurri","Castani",165,69,0,0,"Sì",60,72,166,383,20,40,0,9,3,3,"Non fumo","Nessuno","1 o 2","Mai o quasi",15,0,0,"1-2",0,"Mai","No",2.16666666666667,3.27777777777778,16,17,17,0,0,1,1,21,5,67.6666666666667,28.5,29.1666666666667
"68","Femmina",1976,"Castani","Castani",170,58,0,0,"Sì",100,0,0,0,2,1,NA,3,2,0,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",50,0,0,"3-4",1,"L'ho provato","No",2.125,1.66666666666667,1,1,5,0,2,1,3,44,1.66666666666667,54.1666666666667,51,60.1666666666667
"69","Femmina",1999,"Castani","Castani",167,53,0,4,"No",NA,17,360,407,0,0,0,0,0,1,"Non fumo","Tra 1 e 5","5 o 6","Una o poche volte all'anno",30,2,120,"1-2",0,"L'ho provato","No",5,3.94444444444444,9,1,4,0,1,0,1,21,0.333333333333333,14.1666666666667,87.8333333333333,84.3333333333333
"70","Femmina",1999,"Castani","Castani",160,60,0,0,"No",NA,20,639,531,20,35,1,8,9,4,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",35,2,1,"Meno di 1 al giorno",0,"Mai","No",NA,NA,4,2,7,0,0,1,1,21,7,79.3333333333333,74.6666666666667,46.3333333333333
"71","Femmina",1999,"Azzurri","Biondi",165,62,5,0,"Sì",11,127,646,839,10,200,0,5,6,1,"Non fumo","Nessuno","1 o 2","Mai o quasi",30,0,0,"3-4",0,"Mai","No",2.61111111111111,2.72222222222222,0,0,8,1,3,2,6,21,4,69.6666666666667,39.1666666666667,29.1666666666667
"72","Femmina",1988,"Castani","Castani",160,57,3,0,"Sì",48,88,177,283,20,30,3,6,1,3,"Non fumo","Nessuno","0","Mai o quasi",60,0,0,"1-2",1,"L'ho provato","No",4.77777777777778,1.88888888888889,8,0,10,0,0,2,2,32,3.33333333333333,83.8333333333333,57.1666666666667,14.1666666666667
"73","Femmina",1999,"Verdi","Biondi",160,46,0,0,"Sì",32,17,493,481,3,10,0,1,0,0,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",60,0,0,"1-2",0,"L'ho provato","No",1.83333333333333,1.77777777777778,8,7,9,0,1,2,3,21,0.333333333333333,29.5,57.1666666666667,46.3333333333333
"74","Femmina",1999,"Castani","Castani",172,60,1,1,"Sì",12,33,565,608,10,50,2,6,8,8,"Non fumo","Nessuno","3 o 4","Una o poche volte all'anno",40,0,0,"Meno di 1 al giorno",0,"Mai","No",1.88888888888889,2.94444444444444,11,9,16,1,1,1,3,21,7.33333333333333,76.6666666666667,47.6666666666667,61
"75","Femmina",1999,"Castani","Castani",164,53,0,0,"No",NA,0,0,0,0,0,0,3,9,8,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",35,3,45,"Meno di 1 al giorno",0,"Mai","No",3.66666666666667,4.16666666666667,9,10,12,0,0,1,1,21,6.66666666666667,14.1666666666667,87.8333333333333,46.3333333333333
"76","Femmina",1999,"Castani","Castani",180,67,0,1,"No",NA,27,607,457,500,500,150,0,0,1,"Da 1 a 5","Tra 1 e 5","3 o 4","Circa una volta a settimana",30,0,0,"1-2",3,"L'ho provato","No",2.5,5.22222222222222,16,9,8,0,0,1,1,21,0.333333333333333,127.666666666667,39.1666666666667,87.5
"77","Femmina",1999,"Castani","Castani",163,70,5,8,"No",NA,383,1820,940,10,80,0,0,0,2,"Non fumo","Tra 1 e 5","1 o 2","Circa una volta a settimana",40,7,30,"3-4",0,"Mai","No",4.77777777777778,3.33333333333333,6,9,9,0,1,2,3,21,0.666666666666667,64.1666666666667,96.1666666666667,69.5
"78","Maschio",1999,"Verdi","Castani",172,76,0,0,"No",NA,16,343,4,7,20,0,2,0,0,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",30,0,0,"5+",3,"Mai","No",2.05555555555556,3.38888888888889,2,4,9,0,1,2,3,21,0.666666666666667,43.1666666666667,39.1666666666667,46.3333333333333
"79","Femmina",1999,"Azzurri","Castani",175,64,0,0,"No",NA,61,708,282,20,60,0,3,3,1,"Non fumo","Tra 1 e 5","1 o 2","Circa una volta al mese",40,3,60,"3-4",0,"L'ho provato","No",2.05555555555556,3.72222222222222,8,1,3,0,2,1,3,21,2.33333333333333,71.3333333333333,94.1666666666667,77.3333333333333
"80","Maschio",1999,"Castani","Castani",182,58,0,0,"No",NA,0,14,16,6,5,0,3,2,3,"Da 11 a 20","Tra 11 e 15","5 o 6","Circa una volta a settimana",20,3,35,"1-2",3,"Settimanale","No",4.16666666666667,3.38888888888889,12,0,5,0,0,1,1,21,2.66666666666667,32.8333333333333,71.5,114.166666666667
"81","Maschio",NA,"Castani","Castani",169,64,0,0,"No",NA,18,126,NA,777,1000,100,6,10,7,"Non fumo","Tra 1 e 5","1 o 2","Circa una volta a settimana",60,0,0,"Meno di 1 al giorno",1,"Settimanale","Occasionale",2.61111111111111,5.5,13,10,12,0,0,0,0,NA,7.66666666666667,129.166666666667,57.1666666666667,69.5
"82","Femmina",1999,"Castani","Castani",172,58,0,3,"Sì",10,18,336,373,20,30,0,2,2,1,"Non fumo","Tra 1 e 5","3 o 4","Circa una volta al mese",40,0,0,"3-4",1,"L'ho provato","No",2.61111111111111,2.22222222222222,1,1,3,0,2,2,4,21,1.66666666666667,64.1666666666667,47.6666666666667,95.3333333333333
"83","Femmina",1999,"Verdi","Biondi",166,65,1,2,"No",NA,2,211,437,10,36,2,3,1,1,"Non fumo","Tra 6 e 10","1 o 2","Circa una volta al mese",60,0,0,"1-2",2,"L'ho provato","No",NA,NA,13,6,13,0,0,0,0,21,1.66666666666667,74,57.1666666666667,93.8333333333333
"84","Femmina",1999,"Castani","Neri",159,52,0,6,"Sì",16,5,610,598,8,40,0,0,7,0,"Da 6 a 10","Nessuno","1 o 2","Mai o quasi",30,0,0,"1-2",3,"Quotidiano","Quotidiano",2.77777777777778,3.66666666666667,4,2,12,1,0,2,3,21,2.33333333333333,51.1666666666667,39.1666666666667,29.1666666666667
"85","Maschio",1999,"Castani","Castani",187,64,0,0,"Sì",39,22,174,280,4,0,5,5,3,6,"Non fumo","Nessuno","1 o 2","Mai o quasi",60,2,120,"3-4",1,"Mai","No",3.33333333333333,3.72222222222222,16,9,10,0,1,2,3,21,4.66666666666667,43.5,105.833333333333,29.1666666666667
"86","Femmina",1999,"Castani","Castani",165,50,0,5,"No",NA,16,244,227,10,30,0,5,8,3,"Da 1 a 5","Nessuno","1 o 2","Una o poche volte all'anno",30,0,0,"1-2",0,"Occasionale","Occasionale",4.5,3.94444444444444,6,4,6,0,3,0,3,21,5.33333333333333,54.1666666666667,39.1666666666667,43
"87","Femmina",1975,"Castani","Castani",180,74,1,0,"No",NA,0,0,0,50,3,4,7,6,1,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",30,2,120,"1-2",0,"Mai","No",3.16666666666667,3.22222222222222,0,0,0,0,1,1,2,45,4.66666666666667,80.3333333333333,87.8333333333333,46.3333333333333
"88","Femmina",1999,"Castani","Castani",165,48,0,0,"No",NA,0,370,263,1,0,0,1,1,0,"Da 6 a 10","Tra 6 e 10","3 o 4","Mai o quasi",60,0,0,"Meno di 1 al giorno",1,"Occasionale","Occasionale",1.83333333333333,3.72222222222222,0,0,1,0,1,0,1,21,0.666666666666667,16,57.1666666666667,80.8333333333333
"89","Femmina",1999,"Verdi","Castani",164,63,1,0,"No",NA,14,281,272,5,10,0,7,9,8,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",120,3,120,"1-2",0,"L'ho provato","No",4,4.16666666666667,14,5,8,0,0,1,1,21,8,34.3333333333333,120.833333333333,60.1666666666667
"90","Maschio",NA,"Castani","Castani",178,80,0,0,"No",NA,8,981,757,50,NA,NA,4,7,8,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",60,3,120,"Meno di 1 al giorno",3,"Occasionale","Occasionale",3.05555555555556,5.77777777777778,10,8,14,0,3,2,5,NA,6.33333333333333,127.833333333333,111.666666666667,60.1666666666667
"91","Femmina",1999,"Azzurri","Castani",152,47,0,1,"Sì",70,117,665,326,100,0,10,5,3,8,"Da 6 a 10","Tra 6 e 10","1 o 2","Circa una volta a settimana",60,0,0,"Meno di 1 al giorno",3,"Occasionale","Occasionale",2.38888888888889,3.05555555555556,1,1,4,0,3,1,4,21,5.33333333333333,80.8333333333333,57.1666666666667,86
"92","Femmina",1998,"Azzurri","Biondi",173,65,0,0,"No",NA,34,394,431,10,30,1,4,8,3,"Da 1 a 5","Tra 1 e 5","3 o 4","Una o poche volte all'anno",90,5,20,"Meno di 1 al giorno",1,"L'ho provato","No",3.55555555555556,4,6,2,3,0,2,2,4,22,5,67.3333333333333,109.166666666667,78.1666666666667
"93","Femmina",1999,"Neri","Neri",157,51,0,0,"No",NA,49,40,66,4,1,0,2,3,3,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",10,0,0,"1-2",0,"Mai","No",3.11111111111111,3.11111111111111,3,0,5,0,2,1,3,21,2.66666666666667,24,27.1666666666667,46.3333333333333
"94","Femmina",1999,"Azzurri","Neri",181,56,0,9,"No",NA,90,682,536,5,207,8,7,2,4,"Da 1 a 5","Tra 1 e 5","1 o 2","Circa una volta al mese",60,4,50,"5+",3,"Quotidiano","Occasionale",3.05555555555556,2.83333333333333,13,6,10,0,2,1,3,21,4.33333333333333,84.5,104.666666666667,77.3333333333333
"95","Femmina",1999,"Castani","Castani",170,55,0,0,"Sì",0,32,181,211,5,70,6,7,10,7,"Non fumo","Nessuno","1 o 2","Una o poche volte all'anno",60,0,0,"1-2",0,"Mai","No",2.61111111111111,3.94444444444444,2,10,13,0,2,3,5,21,8,76.1666666666667,57.1666666666667,43
"96","Femmina",1992,"Verdi","Castani",162,60,0,0,"Sì",12,0,0,0,1,1,1,1,1,1,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",30,6,15,"1-2",1,"Occasionale","No",2,2.55555555555556,14,17,16,0,1,0,1,28,1,32.6666666666667,84.1666666666667,60.1666666666667
"97","Femmina",1999,"Castani","Biondi",175,52,0,0,"Sì",35,46,503,455,20,NA,0,4,1,7,"Da 1 a 5","Tra 1 e 5","1 o 2","Una o poche volte all'anno",45,0,0,"1-2",1,"L'ho provato","No",2.44444444444444,3.88888888888889,5,5,11,1,1,1,3,21,4,85.5,50,60.1666666666667
"98","Femmina",1999,"Castani","Castani",174,60,1,2,"No",NA,85,770,370,100,100,15,6,8,2,"Da 11 a 20","Tra 1 e 5","3 o 4","Circa una volta al mese",45,0,0,"3-4",1,"Occasionale","Occasionale",3.66666666666667,4.61111111111111,7,12,15,1,2,3,6,21,5.33333333333333,116.166666666667,50,95.3333333333333
"99","Femmina",1998,"Azzurri","Biondi",170,77,1,8,"Sì",30,48,562,429,30,30,0,5,3,3,"Non fumo","Tra 1 e 5","3 o 4","Una o poche volte all'anno",30,0,0,"1-2",2,"Mai","No",3.5,2.05555555555556,3,2,11,0,0,2,2,22,3.66666666666667,69.5,39.1666666666667,78.1666666666667
"100","Femmina",1999,"Azzurri","Biondi",157,56,0,5,"No",NA,79,436,507,7,20,0,8,0,0,"Non fumo","Tra 6 e 10","5 o 6","Circa una volta al mese",25,0,0,"3-4",3,"L'ho provato","No",5,4.16666666666667,15,13,10,0,0,1,1,21,2.66666666666667,43.1666666666667,32.8333333333333,118
"101","Femmina",1999,"Neri","Neri",164,56,2,2,"No",NA,0,0,0,0,0,0,4,7,4,"Da 1 a 5","Tra 1 e 5","1 o 2","Circa una volta al mese",1,1,20,"1-2",0,"L'ho provato","No",4.38888888888889,3.88888888888889,12,4,11,0,0,1,1,21,5,14.1666666666667,53.5,77.3333333333333
"102","Maschio",1999,"Castani","Castani",182,70,0,0,"Sì",25,17,995,780,15,10,0,3,0,1,"Da 1 a 5","Tra 1 e 5","1 o 2","Una o poche volte all'anno",0,5,90,"3-4",2,"L'ho provato","No",1.66666666666667,2.5,15,9,16,0,0,3,3,21,1.33333333333333,51.5,82,60.1666666666667
"103","Femmina",1999,"Castani","Neri",171,65,6,9,"No",NA,137,1582,526,10,60,0,3,0,1,"Da 6 a 10","Tra 1 e 5","1 o 2","Circa una volta al mese",30,5,60,"1-2",1,"Quotidiano","Occasionale",3.61111111111111,2,1,0,0,0,0,1,1,21,1.33333333333333,61.3333333333333,92.3333333333333,77.3333333333333
"104","Femmina",1997,"Castani","Castani",164,48,4,0,"No",NA,1,106,126,5,36,1,1,0,5,"Da 1 a 5","Tra 6 e 10","3 o 4","Mai o quasi",60,3,45,"1-2",2,"Quotidiano","Quotidiano",2.16666666666667,3.66666666666667,14,14,21,0,3,0,3,23,2,59,99.3333333333333,80.8333333333333
"105","Femmina",NA,"Verdi","Rossi",168,63,2,0,"No",NA,43,994,824,30,1000,30,2,4,5,"Da 1 a 5","Tra 1 e 5","1 o 2","Mai o quasi",30,0,0,"1-2",3,"L'ho provato","No",3.5,5.38888888888889,2,0,8,1,1,2,4,NA,3.66666666666667,120.333333333333,39.1666666666667,46.3333333333333
"106","Femmina",NA,"Verdi","Biondi",168,58,0,1,"Sì",14,52,90,272,9,700,11,1,2,1,"Non fumo","Tra 6 e 10","3 o 4","Circa una volta al mese",60,5,30,"1-2",3,"Settimanale","Occasionale",1.58823529411765,2.83333333333333,8,7,8,1,2,1,4,NA,1.33333333333333,94.8333333333333,103.333333333333,111.833333333333
"107","Femmina",1999,"Castani","Biondi",160,50,0,1,"Sì",9,115,1023,610,10,60,1,2,3,2,"Non fumo","Nessuno","1 o 2","Mai o quasi",30,2,60,"1-2",0,"L'ho provato","No",2.11111111111111,2.77777777777778,4,2,8,1,2,3,6,21,2.33333333333333,74.5,79.8333333333333,29.1666666666667
"108","Femmina",1998,"Castani","Castani",151,43,6,2,"Sì",2,400,700,1000,10,50,5,3,1,4,"Da 6 a 10",NA,"3 o 4","Circa una volta a settimana",30,1,90,"1-2",2,"Quotidiano","Quotidiano",4.16666666666667,3.16666666666667,13,12,15,0,1,2,3,22,2.66666666666667,82.3333333333333,79.6666666666667,110.166666666667
"109","Femmina",1998,"Castani","Castani",165,50,0,0,"Sì",2,40,407,759,30,150,15,6,2,4,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",30,0,0,"1-2",1,"Mai","No",2.22222222222222,1.94444444444444,1,0,6,0,1,1,2,22,4,112.5,39.1666666666667,46.3333333333333
"110","Femmina",1999,"Neri","Castani",162,67,0,0,"Sì",56,43,397,606,107,100,50,8,6,7,"Non fumo","Nessuno","1 o 2","Mai o quasi",60,0,0,"Meno di 1 al giorno",0,"Mai","No",2.22222222222222,2.72222222222222,8,15,15,0,0,2,2,21,7,119.833333333333,57.1666666666667,29.1666666666667
"111","Femmina",1999,"Azzurri","Biondi",167,65,0,0,"No",NA,26,901,573,8,20,3,5,4,4,"Non fumo","Tra 1 e 5","1 o 2","Circa una volta al mese",60,4,60,"3-4",0,"Mai","No",2.83333333333333,1.88888888888889,4,0,9,0,0,1,1,21,4.33333333333333,63.8333333333333,107.666666666667,77.3333333333333
"112","Femmina",1999,"Castani","Castani",162,52,1,1,"No",NA,274,999,517,30,82,11,2,2,3,"Da 6 a 10","Tra 11 e 15","5 o 6","Circa una volta a settimana",70,4,70,"5+",2,"Occasionale","Occasionale",3.88888888888889,4.27777777777778,9,4,9,0,2,1,3,21,2.33333333333333,107.333333333333,116.333333333333,114.166666666667
"113","Femmina",1999,"Castani","Castani",161,52,0,0,"Sì",49,22,197,237,3,30,0,1,1,0,"Non fumo","Nessuno","1 o 2","Mai o quasi",90,3,90,"3-4",1,"Mai","No",1.72222222222222,2.27777777777778,3,5,12,0,0,1,1,21,0.666666666666667,38.5,115.333333333333,29.1666666666667
"114","Maschio",1999,"Castani","Castani",176,73,0,0,"Sì",36,11,190,635,20,10,1,0,0,1,"Non fumo","Tra 6 e 10","5 o 6","Una o poche volte all'anno",10,6,130,"3-4",3,"Settimanale","No",5.22222222222222,1.66666666666667,21,9,8,0,1,2,3,21,0.333333333333333,68.3333333333333,91.1666666666667,100.833333333333
"115","Femmina",1999,"Verdi","Castani",170,60,0,0,"No",NA,30,300,100,30,10,10,2,3,3,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",60,3,60,"3-4",0,"Mai","No",2.55555555555556,3.22222222222222,1,1,6,0,0,1,1,21,2.66666666666667,86.6666666666667,103.666666666667,60.1666666666667
"116","Femmina",NA,"Castani","Castani",173,NA,0,0,"No",NA,100,804,775,5,200,3,4,6,7,"Da 1 a 5","Tra 6 e 10","3 o 4","Circa una volta a settimana",45,0,0,"3-4",2,"Settimanale","Occasionale",2.88888888888889,3.66666666666667,0,6,3,1,2,1,4,NA,5.66666666666667,78.5,50,104
"117","Femmina",1999,"Castani","Castani",163,48,2,0,"Sì",11,442,1092,497,20,50,1,4,6,6,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",50,2,1.3,"3-4",0,"L'ho provato","No",2.27777777777778,2.77777777777778,10,9,12,0,2,1,3,21,5.33333333333333,82.5,80.6666666666667,60.1666666666667
"118","Femmina",1999,"Castani","Castani",169,55,3,7,"No",NA,16,795,134,10,50,0,0,0,4,"Da 6 a 10","Tra 1 e 5","3 o 4","Circa una volta al mese",60,7,60,"1-2",3,"Occasionale","Occasionale",5.5,3.44444444444444,14,12,18,1,1,2,4,21,1.33333333333333,59.3333333333333,112.666666666667,95.3333333333333
"119","Femmina",1999,"Verdi","Castani",170,51,0,0,"Sì",30,133,560,681,25,174,4,0,0,3,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",30,0,0,"1-2",0,"Mai","No",4.5,2.88888888888889,5,6,14,0,0,2,2,21,1,103.833333333333,39.1666666666667,46.3333333333333
"120","Femmina",1999,"Azzurri","Rossi",163,62,7,9,"No",NA,47,318,315,50,10,2,8,9,5,"Da 1 a 5","Tra 1 e 5","1 o 2","Mai o quasi",40,2,45,"3-4",3,"Occasionale","Occasionale",4,4.27777777777778,5,4,10,1,2,3,6,21,7.33333333333333,81.1666666666667,84,46.3333333333333
"121","Femmina",1999,"Castani","Neri",155,45,0,0,"No",NA,0,0,0,0,0,0,8,2,1,"Non fumo","Nessuno","0","Mai o quasi",30,2,105,"Meno di 1 al giorno",0,"Mai","No",3.83333333333333,3.11111111111111,3,1,7,0,2,1,3,21,3.66666666666667,14.1666666666667,86.5,14.1666666666667
"122","Femmina",2000,"Castani","Castani",165,59,2,0,"Sì",1,20,214,261,10,5,0,3,3,0,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",0,0,0,"1-2",0,"L'ho provato","No",1.88888888888889,3.88888888888889,0,2,2,0,0,1,1,20,2,41.5,24.5,46.3333333333333
"123","Femmina",1999,"Castani","Castani",170,60,0,0,"Sì",10,111,479,205,10,50,0,4,3,5,"Non fumo","Tra 1 e 5","3 o 4","Una o poche volte all'anno",120,2,45,"5+",0,"L'ho provato","No",4.44444444444444,4.55555555555556,9,10,11,0,1,0,1,21,4,59.3333333333333,102.666666666667,78.1666666666667
"124","Femmina",1999,"Castani","Castani",170,60,0,3,"Sì",48,193,588,773,100,2,0,5,7,3,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",60,3,90,"1-2",0,"L'ho provato","No",2.16666666666667,3.05555555555556,0,0,2,0,2,1,3,21,5,59.5,108,46.3333333333333
"125","Femmina",1993,"Castani","Castani",165,45,2,0,"Sì",73,152,306,430,10,25,NA,3,2,0,"Non fumo","Tra 1 e 5","1 o 2","Mai o quasi",20,0,0,"1-2",0,"Mai","No",3.55555555555556,3.27777777777778,5,2,13,0,1,1,2,27,1.66666666666667,86.8333333333333,31,46.3333333333333
"126","Femmina",1997,"Castani","Castani",165,50,0,0,"No",NA,0,0,0,20,40,10,7,8,5,"Non fumo","Tra 1 e 5","3 o 4","Mai o quasi",30,0,0,"1-2",0,"Mai","No",3.55555555555556,4.94444444444444,16,5,19,0,1,0,1,23,6.66666666666667,93.8333333333333,39.1666666666667,64.3333333333333
"127","Femmina",1999,"Azzurri","Castani",165,75,1,0,"Sì",0,267,750,504,20,10,10,7,8,6,"Non fumo","Tra 1 e 5","3 o 4","Circa una volta al mese",20,1,50,"1-2",0,"Mai","No",3.16666666666667,5.66666666666667,6,9,10,0,0,0,0,21,7,81.3333333333333,64.1666666666667,95.3333333333333
"128","Femmina",1999,"Verdi","Castani",170,80,0,2,"No",NA,0,2,2,10,2,0,2,2,1,"Non fumo","Nessuno","0","Mai o quasi",60,0,0,"1-2",1,"Mai","No",3.38888888888889,3.61111111111111,9,8,7,NA,NA,NA,NA,21,1.66666666666667,38.8333333333333,57.1666666666667,14.1666666666667
"129","Femmina",1999,"Verdi","Castani",168,60,1,0,"No",NA,51,126,229,6,5,0,3,2,0,"Non fumo","Nessuno","0","Mai o quasi",20,0,0,"1-2",1,"Mai","No",3.66666666666667,4.27777777777778,3,0,3,0,2,2,4,21,1.66666666666667,32.8333333333333,31,14.1666666666667
"130","Femmina",1999,"Castani","Castani",175,70,2,0,"Sì",11,98,511,593,30,100,0,2,2,2,"Da 6 a 10","Tra 1 e 5","1 o 2","Una o poche volte all'anno",60,0,0,"3-4",0,"L'ho provato","No",4.38888888888889,3.44444444444444,15,11,19,0,1,1,2,21,2,81.6666666666667,57.1666666666667,60.1666666666667
"131","Femmina",1999,"Castani","Castani",165,75,1,1,"Sì",16,123,766,985,10,60,20,6,1,6,"Da 11 a 20",NA,NA,"Circa una volta a settimana",30,5,120,"1-2",3,"Quotidiano","Settimanale",1.88888888888889,3.72222222222222,9,13,18,1,3,3,7,21,4.33333333333333,91.5,100.333333333333,120.166666666667
"132","Femmina",NA,"Castani","Castani",163,50,0,0,"No",NA,40,376,302,15,500,10,1,3,1,"Non fumo","Nessuno","0",NA,45,0,0,"1-2",0,"Mai","No",4.16666666666667,4.83333333333333,4,1,4,0,0,1,1,NA,1.66666666666667,105,50,50.1666666666667
"133","Femmina",1999,"Verdi","Biondi",170,65,0,0,"No",NA,40,466,333,10,100,2,3,2,3,"Non fumo","Tra 1 e 5","1 o 2","Una o poche volte all'anno",60,0,0,"1-2",0,"Mai","No",2.11111111111111,3.16666666666667,5,0,9,0,1,1,2,21,2.66666666666667,83.6666666666667,57.1666666666667,60.1666666666667
